"id","action","admin_username","created_at","details","target_id","target_type"
"164","UPDATE","0000","2026-06-12T01:23:36.156193","테스트공연1778681965331","8","EVENT"
"165","UPDATE","0000","2026-06-12T01:23:36.168191","오프닝 퍼레이드","10","EVENT"
"166","UPDATE","0000","2026-06-12T01:23:36.183182","버스킹 릴레이","11","EVENT"
"167","UPDATE","0000","2026-06-12T01:23:36.195189","응원단 합동 무대","12","EVENT"
"168","UPDATE","0000","2026-06-12T01:23:36.207184","인디밴드 쇼케이스","13","EVENT"
"169","UPDATE","0000","2026-06-12T01:23:36.222217","DJ 나이트","14","EVENT"
"170","UPDATE","0000","2026-06-12T01:23:36.231750","폐막 불꽃 카운트다운","15","EVENT"
"171","UPDATE","0000","2026-06-12T01:23:36.242780","재즈 버스킹","16","EVENT"
"172","UPDATE","0000","2026-06-12T01:23:36.255746","댄스 배틀 예선","17","EVENT"
"173","UPDATE","0000","2026-06-12T01:23:36.270557","동아리 랜덤 플레이댄스","18","EVENT"
"174","UPDATE","0000","2026-06-12T01:23:36.283556","심야 어쿠스틱","19","EVENT"
"175","UPDATE","0000","2026-06-12T01:23:36.295558","셔틀 막차 안내 방송","20","EVENT"
"176","UPDATE","0000","2026-06-12T01:26:34.179667","하이키","5","EVENT"
"177","UPDATE","0000","2026-06-12T01:26:34.190664","득근득근 포징 공연","1","EVENT"
"178","UPDATE","0000","2026-06-12T01:26:34.202660","하이키","2","EVENT"
"179","UPDATE","0000","2026-06-12T01:27:08.084330","하이키","5","EVENT"
"180","UPDATE","0000","2026-06-12T01:27:08.095332","득근득근 포징 공연","1","EVENT"
"181","UPDATE","0000","2026-06-12T01:27:08.104330","하이키","2","EVENT"
"182","UPDATE","0000","2026-06-12T01:27:08.113329","베이비몬스터","3","EVENT"
"183","UPDATE","0000","2026-06-12T01:27:08.124332","키키","4","EVENT"
"184","UPDATE","0000","2026-06-12T01:27:08.137622","테스트공연1778681961587","7","EVENT"
"185","UPDATE","0000","2026-06-12T01:27:08.151015","테스트공연1778681965331","8","EVENT"
"186","UPDATE","0000","2026-06-12T01:27:08.162496","오프닝 퍼레이드","10","EVENT"
"187","UPDATE","0000","2026-06-12T01:27:08.173498","버스킹 릴레이","11","EVENT"
"188","UPDATE","0000","2026-06-12T01:27:08.184500","응원단 합동 무대","12","EVENT"
"189","UPDATE","0000","2026-06-12T01:27:08.194497","인디밴드 쇼케이스","13","EVENT"
"190","UPDATE","0000","2026-06-12T01:27:08.206516","DJ 나이트","14","EVENT"
"191","UPDATE","0000","2026-06-12T01:27:08.217497","폐막 불꽃 카운트다운","15","EVENT"
"192","UPDATE","0000","2026-06-12T01:27:08.227504","재즈 버스킹","16","EVENT"
"193","UPDATE","0000","2026-06-12T01:27:08.238509","댄스 배틀 예선","17","EVENT"
"194","UPDATE","0000","2026-06-12T01:27:08.249507","동아리 랜덤 플레이댄스","18","EVENT"
"195","UPDATE","0000","2026-06-12T01:27:08.261019","심야 어쿠스틱","19","EVENT"
"196","UPDATE","0000","2026-06-12T01:27:08.273028","셔틀 막차 안내 방송","20","EVENT"
