scenario_day,hour,is_peak_time,zone_type,booth_id,artist_popularity,artist_popularity_score,stage_capacity,expected_stage_crowd,stage_load_ratio,is_night_booth,event_soon,minutes_to_next_event,gps_count_nearby,reservation_count,checked_in_count,available_seats,wait_minutes,remaining_stock,event_count_context,data_source,rule_based_level,target_congestion
1,14,0,FOOD,69,HIGH,3,3453,947,0.274,0,0,240,13,4,4,8,10,44,18,HYBRID_SIMULATED,BUSY,NORMAL
1,14,0,EXPERIENCE,1,HIGH,3,3453,947,0.274,0,0,240,39,6,1,8,23,80,18,HYBRID_SIMULATED,BUSY,BUSY
1,14,0,GOODS,28,HIGH,3,3453,947,0.274,0,0,240,23,3,1,12,29,71,18,HYBRID_SIMULATED,BUSY,NORMAL
1,14,0,SAFETY,39,HIGH,3,3453,947,0.274,0,0,240,25,1,0,21,15,86,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,15,0,STAGE,42,LOW,1,3685,853,0.231,0,0,180,21,5,1,7,25,143,18,HYBRID_SIMULATED,BUSY,BUSY
1,15,0,PUB,0,LOW,1,3685,853,0.231,0,0,180,19,3,1,12,41,81,18,HYBRID_SIMULATED,BUSY,NORMAL
1,15,0,FOOD,30,LOW,1,3685,853,0.231,0,0,180,19,5,0,9,36,46,18,HYBRID_SIMULATED,BUSY,NORMAL
1,15,0,EXPERIENCE,46,LOW,1,3685,853,0.231,0,0,180,32,0,0,19,15,113,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,15,0,GOODS,23,LOW,1,3685,853,0.231,0,0,180,14,6,2,6,14,36,18,HYBRID_SIMULATED,BUSY,NORMAL
1,15,0,SAFETY,9,LOW,1,3685,853,0.231,0,0,180,17,4,2,11,12,109,18,HYBRID_SIMULATED,BUSY,NORMAL
1,16,0,STAGE,42,LOW,1,3759,572,0.152,0,0,120,17,1,1,14,25,109,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,16,0,PUB,0,LOW,1,3759,572,0.152,0,0,120,22,3,2,19,18,76,18,HYBRID_SIMULATED,BUSY,NORMAL
1,16,0,FOOD,17,LOW,1,3759,572,0.152,0,0,120,16,0,0,22,30,23,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,16,0,EXPERIENCE,16,LOW,1,3759,572,0.152,0,0,120,18,13,1,1,15,144,18,HYBRID_SIMULATED,BUSY,BUSY
1,16,0,GOODS,55,LOW,1,3759,572,0.152,0,0,120,31,0,0,12,15,68,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,16,0,SAFETY,9,LOW,1,3759,572,0.152,0,0,120,9,3,0,15,1,88,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,17,0,STAGE,41,LOW,1,3024,795,0.263,0,0,60,16,3,3,16,21,127,18,HYBRID_SIMULATED,BUSY,BUSY
1,17,0,PUB,0,LOW,1,3024,795,0.263,0,0,60,3,3,0,15,19,63,18,HYBRID_SIMULATED,LOW,LOW
1,17,0,FOOD,10,LOW,1,3024,795,0.263,0,0,60,15,0,0,13,20,55,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,17,0,EXPERIENCE,1,LOW,1,3024,795,0.263,0,0,60,31,9,3,8,23,95,18,HYBRID_SIMULATED,BUSY,BUSY
1,17,0,GOODS,33,LOW,1,3024,795,0.263,0,0,60,28,2,0,11,11,83,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,17,0,SAFETY,50,LOW,1,3024,795,0.263,0,0,60,10,2,0,13,0,116,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,18,1,STAGE,42,MEDIUM,2,3766,1756,0.466,0,1,30,45,1,0,20,22,84,18,HYBRID_SIMULATED,NORMAL,BUSY
1,18,1,PUB,0,MEDIUM,2,3766,1756,0.466,1,0,45,63,1,1,17,30,70,18,HYBRID_SIMULATED,NORMAL,BUSY
1,18,1,FOOD,57,MEDIUM,2,3766,1756,0.466,1,0,45,50,14,6,0,44,34,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,18,1,EXPERIENCE,36,MEDIUM,2,3766,1756,0.466,0,0,45,21,2,0,10,21,115,18,HYBRID_SIMULATED,NORMAL,BUSY
1,18,1,GOODS,80,MEDIUM,2,3766,1756,0.466,0,0,30,30,6,6,9,23,31,18,HYBRID_SIMULATED,BUSY,BUSY
1,18,1,SAFETY,76,MEDIUM,2,3766,1756,0.466,0,0,0,27,0,0,19,12,71,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,19,1,STAGE,42,MEDIUM,2,3324,2946,0.886,0,1,45,51,0,0,21,28,105,18,HYBRID_SIMULATED,NORMAL,VERY_BUSY
1,19,1,PUB,0,MEDIUM,2,3324,2946,0.886,1,0,20,56,8,1,3,37,46,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,19,1,FOOD,22,MEDIUM,2,3324,2946,0.886,1,0,20,53,11,5,3,37,0,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,19,1,EXPERIENCE,46,MEDIUM,2,3324,2946,0.886,0,0,30,23,0,0,10,21,67,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,19,1,GOODS,65,MEDIUM,2,3324,2946,0.886,0,0,30,36,2,0,7,26,41,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,19,1,SAFETY,39,MEDIUM,2,3324,2946,0.886,0,0,30,16,2,2,18,10,90,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,20,1,STAGE,41,LOW,1,3478,711,0.204,0,1,30,37,0,0,20,31,88,18,HYBRID_SIMULATED,NORMAL,BUSY
1,20,1,PUB,0,LOW,1,3478,711,0.204,1,0,20,68,4,4,10,56,10,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,20,1,FOOD,40,LOW,1,3478,711,0.204,1,0,0,57,7,4,6,53,52,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,20,1,EXPERIENCE,16,LOW,1,3478,711,0.204,0,0,10,21,10,2,3,33,145,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,20,1,GOODS,75,LOW,1,3478,711,0.204,0,0,20,30,0,0,13,25,70,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,20,1,SAFETY,4,LOW,1,3478,711,0.204,0,0,20,24,0,0,11,20,110,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,21,1,STAGE,42,HIGH,3,3248,2808,0.865,0,1,45,82,0,0,17,30,91,18,HYBRID_SIMULATED,NORMAL,VERY_BUSY
1,21,1,PUB,0,HIGH,3,3248,2808,0.865,1,0,30,45,8,2,11,35,42,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
1,21,1,FOOD,35,HIGH,3,3248,2808,0.865,1,0,10,37,0,0,25,15,41,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,21,1,EXPERIENCE,21,HIGH,3,3248,2808,0.865,0,0,20,25,5,0,17,28,100,18,HYBRID_SIMULATED,BUSY,BUSY
1,21,1,GOODS,65,HIGH,3,3248,2808,0.865,0,0,20,43,3,1,16,24,24,18,HYBRID_SIMULATED,BUSY,BUSY
1,21,1,SAFETY,44,HIGH,3,3248,2808,0.865,0,0,45,17,9,4,9,23,56,18,HYBRID_SIMULATED,BUSY,BUSY
1,22,1,STAGE,42,MEDIUM,2,3661,2857,0.78,0,1,30,46,0,0,24,27,128,18,HYBRID_SIMULATED,NORMAL,VERY_BUSY
1,22,1,PUB,0,MEDIUM,2,3661,2857,0.78,1,0,45,63,5,4,10,44,41,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,22,1,FOOD,10,MEDIUM,2,3661,2857,0.78,1,0,45,67,6,3,15,37,54,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,22,1,EXPERIENCE,6,MEDIUM,2,3661,2857,0.78,0,0,10,11,1,1,14,22,103,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,22,1,GOODS,8,MEDIUM,2,3661,2857,0.78,0,0,45,11,8,1,0,20,28,18,HYBRID_SIMULATED,BUSY,NORMAL
1,22,1,SAFETY,56,MEDIUM,2,3661,2857,0.78,0,0,10,33,4,1,13,13,124,18,HYBRID_SIMULATED,BUSY,BUSY
1,23,0,STAGE,41,MEDIUM,2,3702,174,0.047,0,0,10,27,0,0,19,18,87,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,23,0,PUB,0,MEDIUM,2,3702,174,0.047,1,0,30,56,10,3,0,39,14,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,23,0,FOOD,64,MEDIUM,2,3702,174,0.047,1,0,0,62,13,8,4,48,22,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
1,23,0,EXPERIENCE,36,MEDIUM,2,3702,174,0.047,0,0,45,20,1,0,15,20,103,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,23,0,GOODS,38,MEDIUM,2,3702,174,0.047,0,0,20,18,3,0,5,7,45,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,23,0,SAFETY,24,MEDIUM,2,3702,174,0.047,0,0,0,3,6,3,2,2,120,18,HYBRID_SIMULATED,NORMAL,LOW
1,24,0,STAGE,42,LOW,1,3311,836,0.252,0,0,20,12,1,0,17,16,105,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,24,0,PUB,0,LOW,1,3311,836,0.252,1,0,20,65,3,0,15,45,19,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
1,24,0,FOOD,52,LOW,1,3311,836,0.252,1,0,30,52,5,3,12,28,52,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
1,24,0,EXPERIENCE,63,LOW,1,3311,836,0.252,0,0,30,15,0,0,19,4,75,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,24,0,GOODS,55,LOW,1,3311,836,0.252,0,0,0,23,1,0,15,9,18,18,HYBRID_SIMULATED,NORMAL,NORMAL
1,24,0,SAFETY,61,LOW,1,3311,836,0.252,0,0,45,18,10,3,3,14,41,18,HYBRID_SIMULATED,BUSY,NORMAL
2,10,0,STAGE,41,LOW,1,3715,616,0.166,0,0,480,30,2,1,9,28,113,18,HYBRID_SIMULATED,BUSY,NORMAL
2,10,0,PUB,0,LOW,1,3715,616,0.166,0,0,480,18,0,0,20,13,67,18,HYBRID_SIMULATED,NORMAL,LOW
2,10,0,FOOD,22,LOW,1,3715,616,0.166,0,0,480,13,3,0,14,23,74,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,10,0,EXPERIENCE,11,LOW,1,3715,616,0.166,0,0,480,13,3,0,14,8,137,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,10,0,GOODS,3,LOW,1,3715,616,0.166,0,0,480,14,4,0,4,11,63,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,10,0,SAFETY,66,LOW,1,3715,616,0.166,0,0,480,14,5,2,12,21,93,18,HYBRID_SIMULATED,BUSY,NORMAL
2,11,0,STAGE,42,MEDIUM,2,3044,445,0.146,0,0,420,17,0,0,21,31,45,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,11,0,PUB,0,MEDIUM,2,3044,445,0.146,0,0,420,16,6,0,4,30,28,18,HYBRID_SIMULATED,BUSY,BUSY
2,11,0,FOOD,35,MEDIUM,2,3044,445,0.146,0,0,420,33,0,0,21,21,94,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,11,0,EXPERIENCE,26,MEDIUM,2,3044,445,0.146,0,0,420,22,5,0,7,24,100,18,HYBRID_SIMULATED,BUSY,NORMAL
2,11,0,GOODS,8,MEDIUM,2,3044,445,0.146,0,0,420,12,0,0,14,10,77,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,11,0,SAFETY,19,MEDIUM,2,3044,445,0.146,0,0,420,14,0,0,19,4,114,18,HYBRID_SIMULATED,NORMAL,LOW
2,12,0,STAGE,42,LOW,1,3149,370,0.117,0,0,360,9,0,0,19,27,82,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,12,0,PUB,0,LOW,1,3149,370,0.117,0,0,360,31,2,2,9,29,79,18,HYBRID_SIMULATED,BUSY,NORMAL
2,12,0,FOOD,25,LOW,1,3149,370,0.117,0,0,360,18,0,0,19,9,53,18,HYBRID_SIMULATED,NORMAL,LOW
2,12,0,EXPERIENCE,73,LOW,1,3149,370,0.117,0,0,360,36,0,0,19,15,90,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,12,0,GOODS,48,LOW,1,3149,370,0.117,0,0,360,21,1,1,15,12,88,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,12,0,SAFETY,9,LOW,1,3149,370,0.117,0,0,360,5,6,0,13,0,110,18,HYBRID_SIMULATED,NORMAL,LOW
2,13,0,STAGE,41,MEDIUM,2,3224,771,0.239,0,0,300,13,0,0,12,26,77,18,HYBRID_SIMULATED,NORMAL,BUSY
2,13,0,PUB,0,MEDIUM,2,3224,771,0.239,0,0,300,10,2,0,13,23,74,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,13,0,FOOD,35,MEDIUM,2,3224,771,0.239,0,0,300,22,3,0,10,7,50,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,13,0,EXPERIENCE,73,MEDIUM,2,3224,771,0.239,0,0,300,29,9,2,2,40,116,18,HYBRID_SIMULATED,VERY_BUSY,BUSY
2,13,0,GOODS,13,MEDIUM,2,3224,771,0.239,0,0,300,27,8,5,1,42,41,18,HYBRID_SIMULATED,VERY_BUSY,BUSY
2,13,0,SAFETY,66,MEDIUM,2,3224,771,0.239,0,0,300,9,11,5,0,20,91,18,HYBRID_SIMULATED,BUSY,NORMAL
2,14,0,STAGE,41,MEDIUM,2,3962,500,0.126,0,0,240,17,0,0,11,18,136,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,14,0,PUB,0,MEDIUM,2,3962,500,0.126,0,0,240,8,4,0,10,25,68,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,14,0,FOOD,40,MEDIUM,2,3962,500,0.126,0,0,240,24,3,0,12,11,88,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,14,0,EXPERIENCE,53,MEDIUM,2,3962,500,0.126,0,0,240,26,1,0,14,18,80,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,14,0,GOODS,43,MEDIUM,2,3962,500,0.126,0,0,240,22,2,0,18,17,51,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,14,0,SAFETY,61,MEDIUM,2,3962,500,0.126,0,0,240,8,12,7,9,15,110,18,HYBRID_SIMULATED,BUSY,NORMAL
2,15,0,STAGE,41,LOW,1,3654,731,0.2,0,0,180,26,2,2,14,31,150,18,HYBRID_SIMULATED,BUSY,NORMAL
2,15,0,PUB,0,LOW,1,3654,731,0.2,0,0,180,12,1,1,16,20,64,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,15,0,FOOD,12,LOW,1,3654,731,0.2,0,0,180,8,0,0,23,19,72,18,HYBRID_SIMULATED,LOW,LOW
2,15,0,EXPERIENCE,1,LOW,1,3654,731,0.2,0,0,180,25,10,5,2,18,104,18,HYBRID_SIMULATED,VERY_BUSY,BUSY
2,15,0,GOODS,60,LOW,1,3654,731,0.2,0,0,180,12,1,0,16,23,66,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,15,0,SAFETY,76,LOW,1,3654,731,0.2,0,0,180,9,1,0,24,5,94,18,HYBRID_SIMULATED,LOW,LOW
2,16,0,STAGE,41,MEDIUM,2,3454,195,0.056,0,0,120,18,3,3,17,17,83,18,HYBRID_SIMULATED,BUSY,NORMAL
2,16,0,PUB,0,MEDIUM,2,3454,195,0.056,0,0,120,22,0,0,23,28,73,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,16,0,FOOD,67,MEDIUM,2,3454,195,0.056,0,0,120,7,8,1,9,13,57,18,HYBRID_SIMULATED,NORMAL,LOW
2,16,0,EXPERIENCE,26,MEDIUM,2,3454,195,0.056,0,0,120,41,0,0,16,22,112,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,16,0,GOODS,13,MEDIUM,2,3454,195,0.056,0,0,120,32,2,0,7,9,45,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,16,0,SAFETY,19,MEDIUM,2,3454,195,0.056,0,0,120,13,0,0,21,2,111,18,HYBRID_SIMULATED,LOW,LOW
2,17,0,STAGE,41,LOW,1,3319,480,0.145,0,0,60,16,1,0,14,34,133,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,17,0,PUB,0,LOW,1,3319,480,0.145,0,0,60,24,4,0,19,25,27,18,HYBRID_SIMULATED,BUSY,NORMAL
2,17,0,FOOD,2,LOW,1,3319,480,0.145,0,0,60,12,5,4,9,20,75,18,HYBRID_SIMULATED,BUSY,BUSY
2,17,0,EXPERIENCE,11,LOW,1,3319,480,0.145,0,0,60,31,4,0,10,23,98,18,HYBRID_SIMULATED,BUSY,BUSY
2,17,0,GOODS,33,LOW,1,3319,480,0.145,0,0,60,24,4,2,14,11,85,18,HYBRID_SIMULATED,BUSY,NORMAL
2,17,0,SAFETY,24,LOW,1,3319,480,0.145,0,0,60,7,4,4,10,3,87,18,HYBRID_SIMULATED,NORMAL,LOW
2,18,1,STAGE,41,MEDIUM,2,3279,1841,0.561,0,1,20,40,3,0,9,31,95,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
2,18,1,PUB,0,MEDIUM,2,3279,1841,0.561,1,0,10,67,7,4,9,47,37,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,18,1,FOOD,64,MEDIUM,2,3279,1841,0.561,1,0,30,60,16,8,0,55,0,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,18,1,EXPERIENCE,1,MEDIUM,2,3279,1841,0.561,0,0,30,26,16,7,0,27,66,18,HYBRID_SIMULATED,VERY_BUSY,BUSY
2,18,1,GOODS,70,MEDIUM,2,3279,1841,0.561,0,0,20,30,2,0,21,8,26,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,18,1,SAFETY,19,MEDIUM,2,3279,1841,0.561,0,0,10,23,0,0,25,15,101,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,19,1,STAGE,41,HIGH,3,3078,3645,1.184,0,1,45,63,1,0,21,42,59,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
2,19,1,PUB,0,HIGH,3,3078,3645,1.184,1,0,10,45,3,0,12,28,47,18,HYBRID_SIMULATED,BUSY,NORMAL
2,19,1,FOOD,67,HIGH,3,3078,3645,1.184,1,0,45,39,12,9,0,31,5,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,19,1,EXPERIENCE,11,HIGH,3,3078,3645,1.184,0,0,30,13,4,2,10,21,128,18,HYBRID_SIMULATED,BUSY,BUSY
2,19,1,GOODS,48,HIGH,3,3078,3645,1.184,0,0,30,27,2,1,13,26,20,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,19,1,SAFETY,76,HIGH,3,3078,3645,1.184,0,0,45,19,0,0,21,2,114,18,HYBRID_SIMULATED,NORMAL,LOW
2,20,1,STAGE,41,LOW,1,3487,1476,0.423,0,1,0,33,3,3,3,39,118,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,20,1,PUB,0,LOW,1,3487,1476,0.423,1,0,45,64,6,2,6,45,22,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,20,1,FOOD,54,LOW,1,3487,1476,0.423,1,0,0,59,3,2,14,30,29,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
2,20,1,EXPERIENCE,78,LOW,1,3487,1476,0.423,0,0,45,10,3,0,11,12,61,18,HYBRID_SIMULATED,NORMAL,BUSY
2,20,1,GOODS,65,LOW,1,3487,1476,0.423,0,0,10,16,0,0,21,14,17,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,20,1,SAFETY,14,LOW,1,3487,1476,0.423,0,0,30,13,1,0,12,22,76,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,21,1,STAGE,41,LOW,1,3140,767,0.244,0,1,20,47,0,0,10,32,94,18,HYBRID_SIMULATED,NORMAL,BUSY
2,21,1,PUB,0,LOW,1,3140,767,0.244,1,0,45,72,6,3,12,32,37,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,21,1,FOOD,37,LOW,1,3140,767,0.244,1,0,0,48,12,5,4,38,49,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,21,1,EXPERIENCE,21,LOW,1,3140,767,0.244,0,0,30,23,3,0,11,9,59,18,HYBRID_SIMULATED,NORMAL,BUSY
2,21,1,GOODS,65,LOW,1,3140,767,0.244,0,0,45,11,0,0,11,13,57,18,HYBRID_SIMULATED,NORMAL,LOW
2,21,1,SAFETY,19,LOW,1,3140,767,0.244,0,0,45,14,3,0,13,3,110,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,22,1,STAGE,42,MEDIUM,2,3969,1854,0.467,0,1,20,52,0,0,20,30,104,18,HYBRID_SIMULATED,NORMAL,VERY_BUSY
2,22,1,PUB,0,MEDIUM,2,3969,1854,0.467,1,0,20,68,8,2,4,57,23,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,22,1,FOOD,62,MEDIUM,2,3969,1854,0.467,1,0,30,56,8,4,7,42,7,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,22,1,EXPERIENCE,6,MEDIUM,2,3969,1854,0.467,0,0,20,12,2,1,15,23,91,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,22,1,GOODS,80,MEDIUM,2,3969,1854,0.467,0,0,45,6,1,0,13,9,43,18,HYBRID_SIMULATED,LOW,LOW
2,22,1,SAFETY,29,MEDIUM,2,3969,1854,0.467,0,0,0,32,0,0,22,8,104,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,23,0,STAGE,41,LOW,1,3894,601,0.154,0,0,30,26,1,1,17,20,130,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,23,0,PUB,0,LOW,1,3894,601,0.154,1,0,10,53,11,5,2,40,21,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,23,0,FOOD,62,LOW,1,3894,601,0.154,1,0,30,48,3,3,16,24,39,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
2,23,0,EXPERIENCE,1,LOW,1,3894,601,0.154,0,0,20,21,13,4,3,28,96,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,23,0,GOODS,33,LOW,1,3894,601,0.154,0,0,20,8,6,3,6,21,41,18,HYBRID_SIMULATED,BUSY,NORMAL
2,23,0,SAFETY,66,LOW,1,3894,601,0.154,0,0,20,8,11,4,0,17,52,18,HYBRID_SIMULATED,BUSY,NORMAL
2,24,0,STAGE,41,MEDIUM,2,3080,560,0.182,0,0,45,19,3,0,16,16,109,18,HYBRID_SIMULATED,NORMAL,BUSY
2,24,0,PUB,0,MEDIUM,2,3080,560,0.182,1,0,0,68,7,0,4,38,4,18,HYBRID_SIMULATED,VERY_BUSY,VERY_BUSY
2,24,0,FOOD,5,MEDIUM,2,3080,560,0.182,1,0,0,54,5,0,9,35,32,18,HYBRID_SIMULATED,BUSY,VERY_BUSY
2,24,0,EXPERIENCE,36,MEDIUM,2,3080,560,0.182,0,0,0,12,3,2,11,9,102,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,24,0,GOODS,23,MEDIUM,2,3080,560,0.182,0,0,30,22,1,0,11,7,34,18,HYBRID_SIMULATED,NORMAL,NORMAL
2,24,0,SAFETY,19,MEDIUM,2,3080,560,0.182,0,0,0,11,1,0,12,12,94,18,HYBRID_SIMULATED,NORMAL,NORMAL
3,10,0,STAGE,42,LOW,1,3626,412,0.114,0,0,480,21,3,2,14,21,26,18,HYBRID_SIMULATED,BUSY,BUSY
